ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,ROAD_NAME,LGA_NAME,LATITUDE,LONGITUDE,YEAR,MONTH,MONTH_NAME,HOUR,TIME_PERIOD,DAY_TYPE
T20200008269,2020-04-22,09:30:00,1,Collision with vehicle,3,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,39887,T intersection,3,50,Arterial Other,FITZGERALD,WYNDHAM,-37.841587,144.78255,2020,4,April,9,Morning Peak,Weekday
T20200008266,2020-04-22,05:30:00,6,Vehicle overturned (no collision),3,Wednesday,170,OFF CARRIAGEWAY TO LEFT,5,651229,Not at intersection,3,100,Arterial Other,LOWER DUNEED,GEELONG,-38.251144,144.35577,2020,4,April,5,Morning Peak,Weekday
T20200008265,2020-04-22,09:36:00,1,Collision with vehicle,3,Wednesday,145,REVERSING IN STREAM OF TRAFFIC,1,649411,Not at intersection,2,40,Arterial Other,SYDNEY,MORELAND,-37.743362,144.96623,2020,4,April,9,Morning Peak,Weekday
T20200008264,2020-04-22,09:30:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,650569,Not at intersection,2,100,Freeway,PRINCES,WYNDHAM,-37.839664,144.79527,2020,4,April,9,Morning Peak,Weekday
T20200008263,2020-04-22,07:57:00,1,Collision with vehicle,3,Wednesday,120,HEAD ON (NOT OVERTAKING),1,656697,Not at intersection,2,100,Arterial Highway,SOUTH GIPPSLAND,SOUTH GIPPSLAND,-38.50057,145.95192,2020,4,April,7,Morning Peak,Weekday
T20200008257,2020-04-22,06:00:00,4,Collision with a fixed object,3,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,649372,Not at intersection,3,100,Arterial Other,CRESWICK-NEWSTEAD,MOUNT ALEXANDER,-37.16995,144.03651,2020,4,April,6,Morning Peak,Weekday
T20200008255,2020-04-22,00:33:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,3,61399,T intersection,1,50,Local Road,NEWTON,WHITTLESEA,-37.668137,145.01706,2020,4,April,0,Late Night,Weekday
T20200009197,2020-04-22,18:30:00,8,No collision and no object struck,3,Wednesday,172,OFF CARRIAGEWAY TO RIGHT,2,289741,Not at intersection,3,40,Arterial Other,CHURCH,YARRA,-37.82243,144.9985,2020,4,April,18,Afternoon Peak,Weekday
T20200008297,2020-04-22,17:30:00,1,Collision with vehicle,3,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,649321,Not at intersection,1,100,Freeway,EASTERN,BOROONDARA,-37.790848,145.05084,2020,4,April,17,Afternoon Peak,Weekday
T20200008296,2020-04-22,20:30:00,4,Collision with a fixed object,3,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,649326,Not at intersection,1,100,Local Road,APSLEY-NATIMUK,WEST WIMMERA,-36.842396,141.15532,2020,4,April,20,Night,Weekday
T20200008295,2020-04-22,19:10:00,1,Collision with vehicle,3,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,664571,Not at intersection,3,60,Arterial Other,KEYS,KINGSTON,-37.949516,145.07469,2020,4,April,19,Night,Weekday
T20200008293,2020-04-22,19:30:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,3,43250,Cross intersection,2,80,Arterial Highway,SPRINGVALE,KINGSTON,-38.0108,145.1408,2020,4,April,19,Night,Weekday
T20200008291,2020-04-22,12:40:00,1,Collision with vehicle,3,Wednesday,142,LEAVING PARKING,1,659337,Not at intersection,3,40,Arterial Highway,DOVETON,BALLARAT,-37.560345,143.85504,2020,4,April,12,Midday,Weekday
T20200008289,2020-04-22,15:45:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,729235,Not at intersection,3,80,Arterial Highway,MAROONDAH,YARRA RANGES,-37.765083,145.30487,2020,4,April,15,Afternoon Peak,Weekday
T20200008287,2020-04-22,18:00:00,1,Collision with vehicle,3,Wednesday,123,RIGHT/LEFT. ONE VEH TURNING RIGHT THE OTHER LEFT.,3,650570,T intersection,3,50,Local Road,LYREBIRD,FRANKSTON,-38.110706,145.17754,2020,4,April,18,Afternoon Peak,Weekday
T20200008284,2020-04-22,17:16:00,2,Struck Pedestrian,3,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,390,Cross intersection,2,40,Arterial Other,TOORAK,STONNINGTON,-37.84059,145.0047,2020,4,April,17,Afternoon Peak,Weekday
T20200008336,2020-04-23,17:15:00,1,Collision with vehicle,4,Thursday,120,HEAD ON (NOT OVERTAKING),1,652470,Not at intersection,2,60,Local Road,LUSATIA PARK,YARRA RANGES,-37.79221,145.55533,2020,4,April,17,Afternoon Peak,Weekday
T20200008617,2020-04-23,17:30:00,6,Vehicle overturned (no collision),4,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),2,651382,Not at intersection,3,50,Local Road,JARMAN,FRANKSTON,-38.147957,145.20982,2020,4,April,17,Afternoon Peak,Weekday
T20200008308,2020-04-23,08:13:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,773259,Cross intersection,3,60,Local Road,DEVON,BANYULE,-37.763515,145.06775,2020,4,April,8,Morning Peak,Weekday
T20200008312,2020-04-23,11:54:00,1,Collision with vehicle,4,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,650573,Not at intersection,3,60,Local Road,HUMFFRAY,BALLARAT,-37.556793,143.87552,2020,4,April,11,Midday,Weekday
T20200008800,2020-04-23,06:30:00,2,Struck Pedestrian,4,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,6,45453,Cross intersection,3,50,Local Road,ALBION,MOONEE VALLEY,-37.756393,144.9291,2020,4,April,6,Morning Peak,Weekday
T20200008420,2020-04-23,20:20:00,1,Collision with vehicle,4,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,3,651181,T intersection,3,40,Arterial Other,SYDNEY,MORELAND,-37.761284,144.96312,2020,4,April,20,Night,Weekday
T20200009036,2020-04-23,17:00:00,8,No collision and no object struck,4,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,652017,T intersection,3,50,Local Road,MASONS,MOORABOOL,-37.668175,144.44106,2020,4,April,17,Afternoon Peak,Weekday
T20200008342,2020-04-23,20:18:00,4,Collision with a fixed object,4,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,773260,Not at intersection,3,60,Local Road,MCKIMMIES,WHITTLESEA,-37.676167,145.04141,2020,4,April,20,Night,Weekday
T20200008339,2020-04-23,18:20:00,8,No collision and no object struck,4,Thursday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,3,37719,Cross intersection,3,40,Arterial Other,CHAPEL,STONNINGTON,-37.8395,144.99562,2020,4,April,18,Afternoon Peak,Weekday
T20200008337,2020-04-23,17:15:00,1,Collision with vehicle,4,Thursday,132,RIGHT REAR.,2,266784,T intersection,3,60,Local Road,BABELE,WYNDHAM,-37.84546,144.66057,2020,4,April,17,Afternoon Peak,Weekday
T20200008318,2020-04-23,12:45:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,625803,Multiple intersection,2,60,Freeway,ROBINSONS,MELTON,-37.794666,144.75302,2020,4,April,12,Midday,Weekday
T20200008334,2020-04-23,13:57:00,1,Collision with vehicle,4,Thursday,120,HEAD ON (NOT OVERTAKING),1,199567,Not at intersection,1,100,Arterial Highway,MELBA,YARRA RANGES,-37.680492,145.37825,2020,4,April,13,Midday,Weekday
T20200008305,2020-04-23,05:50:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),5,650571,Not at intersection,3,100,Freeway,PRINCES,WYNDHAM,-37.835335,144.8045,2020,4,April,5,Morning Peak,Weekday
T20200008333,2020-04-23,14:15:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,53230,Cross intersection,2,60,Local Road,CROSSS,LATROBE,-38.18345,146.51619,2020,4,April,14,Midday,Weekday
T20200008331,2020-04-23,12:58:00,1,Collision with vehicle,4,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,36387,T intersection,3,60,Local Road,BIRDSALL,YARRA,-37.78854,144.97205,2020,4,April,12,Midday,Weekday
T20200008317,2020-04-23,10:14:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,35368,T intersection,3,60,Local Road,CATHEDRAL,MELBOURNE,-37.810715,144.97545,2020,4,April,10,Midday,Weekday
T20200008491,2020-04-23,12:00:00,2,Struck Pedestrian,4,Thursday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,657157,Not at intersection,3,50,Local Road,LORRAINE,MELTON,-37.703823,144.74414,2020,4,April,12,Midday,Weekday
T20200008377,2020-04-23,19:07:00,6,Vehicle overturned (no collision),4,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,65759,Cross intersection,3,50,Local Road,NICHOLSON,MARIBYRNONG,-37.81068,144.89783,2020,4,April,19,Night,Weekday
T20200008585,2020-04-23,08:20:00,4,Collision with a fixed object,4,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,652219,Not at intersection,2,60,Local Road,HUME,MELTON,-37.710693,144.74751,2020,4,April,8,Morning Peak,Weekday
T20200009533,2020-04-23,19:00:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),3,654076,Not at intersection,3,80,Arterial Highway,SPRINGVALE,MONASH,-37.908062,145.16058,2020,4,April,19,Night,Weekday
T20200008324,2020-04-23,12:50:00,1,Collision with vehicle,4,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,652802,Not at intersection,2,50,Local Road,BATESFORD,MONASH,-37.875698,145.096,2020,4,April,12,Midday,Weekday
T20200008322,2020-04-23,12:30:00,1,Collision with vehicle,4,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,655008,Not at intersection,2,60,Arterial Highway,NEPEAN,KINGSTON,-38.06835,145.12039,2020,4,April,12,Midday,Weekday
T20200008350,2020-04-23,18:19:00,4,Collision with a fixed object,4,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,6,664572,Not at intersection,2,80,Arterial Highway,PRINCES,CASEY,-38.01145,145.28444,2020,4,April,18,Afternoon Peak,Weekday
T20200008299,2020-04-23,05:30:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),3,652419,Not at intersection,2,80,Freeway,PRINCES,HOBSONS BAY,-37.840347,144.7946,2020,4,April,5,Morning Peak,Weekday
T20200008320,2020-04-23,11:30:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,330816,Cross intersection,3,100,Local Road,POWERLINE,MOIRA,-36.011612,145.69563,2020,4,April,11,Midday,Weekday
T20200008309,2020-04-23,10:30:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,45523,Cross intersection,3,80,Local Road,BOUNDARY,WYNDHAM,-37.800945,144.65945,2020,4,April,10,Midday,Weekday
T20230012799,2020-04-23,18:45:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,43874,Cross intersection,3,80,Arterial Highway,DANDENONG-HASTINGS,FRANKSTON,-38.107105,145.23355,2020,4,April,18,Afternoon Peak,Weekday
T20200008310,2020-04-23,12:10:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,45547,Cross intersection,3,60,Arterial Other,MELVILLE,MORELAND,-37.75867,144.94485,2020,4,April,12,Midday,Weekday
T20200008361,2020-04-24,08:00:00,2,Struck Pedestrian,5,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,38982,T intersection,3,60,Arterial Other,BURWOOD,BOROONDARA,-37.82343,145.04222,2020,4,April,8,Morning Peak,Weekday
T20200008365,2020-04-24,06:40:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,2,42208,T intersection,2,60,Local Road,ELIZABETH,GLEN EIRA,-37.92234,145.05054,2020,4,April,6,Morning Peak,Weekday
T20200008353,2020-04-24,10:16:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,1,846,Cross intersection,2,70,Arterial Other,SYDNEY,MORELAND,-37.71867,144.96277,2020,4,April,10,Midday,Weekday
T20200008367,2020-04-24,13:50:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,651180,Cross intersection,2,80,Arterial Highway,NEPEAN,KINGSTON,-37.965614,145.05775,2020,4,April,13,Midday,Weekday
T20200008369,2020-04-24,13:52:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,1,40045,T intersection,3,60,Arterial Other,WOORITE,MOONEE VALLEY,-37.729855,144.86935,2020,4,April,13,Midday,Weekday
T20200008402,2020-04-24,22:18:00,4,Collision with a fixed object,5,Friday,175,OFF END OF ROAD/T-INTERSECTION.,5,655303,T intersection,2,100,Local Road,DUNOLLY-TIMOR,CENTRAL GOLDFIELDS,-36.869526,143.72147,2020,4,April,22,Night,Weekday
T20200008371,2020-04-24,14:34:00,1,Collision with vehicle,5,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,656009,Not at intersection,2,50,Arterial Other,NEERIM,GLEN EIRA,-37.890114,145.06493,2020,4,April,14,Midday,Weekday
T20200008400,2020-04-24,21:40:00,2,Struck Pedestrian,5,Friday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,654258,T intersection,2,50,Local Road,LITTLE BUTLER,YARRA,-37.81042,144.99599,2020,4,April,21,Night,Weekday
T20200008399,2020-04-24,23:01:00,4,Collision with a fixed object,5,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,3,665094,Not at intersection,2,60,Local Road,SAVIGES,LATROBE,-38.171757,146.25188,2020,4,April,23,Night,Weekday
T20200008358,2020-04-24,12:20:00,1,Collision with vehicle,5,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,650883,Not at intersection,2,60,Arterial Highway,CRESWICK ROAD SERVICE,BALLARAT,-37.552822,143.85242,2020,4,April,12,Midday,Weekday
T20200008356,2020-04-24,09:40:00,1,Collision with vehicle,5,Friday,132,RIGHT REAR.,1,646836,T intersection,2,50,Local Road,GRAND,HUME,-37.571606,144.9101,2020,4,April,9,Morning Peak,Weekday
T20200008588,2020-04-24,16:35:00,1,Collision with vehicle,5,Friday,136,RIGHT TURN SIDESWIPE,1,38668,T intersection,3,60,Arterial Highway,FRANCIS,MARIBYRNONG,-37.820267,144.88213,2020,4,April,16,Afternoon Peak,Weekday
T20200008376,2020-04-24,16:35:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,612,Cross intersection,3,80,Arterial Highway,BURWOOD,WHITEHORSE,-37.850487,145.11996,2020,4,April,16,Afternoon Peak,Weekday
T20210017186,2020-04-24,08:50:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),9,42380,Cross intersection,3,60,Arterial Other,BOUNDARY ROAD -CLAYTON,KINGSTON,-37.957657,145.11348,2020,4,April,8,Morning Peak,Weekday
T20200008389,2020-04-24,18:55:00,2,Struck Pedestrian,5,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,57548,T intersection,2,80,Arterial Highway,BURWOOD,KNOX,-37.888683,145.2913,2020,4,April,18,Afternoon Peak,Weekday
T20200008372,2020-04-24,15:10:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,652861,Not at intersection,2,80,Freeway,CITYLINK,YARRA,-37.83342,144.99503,2020,4,April,15,Afternoon Peak,Weekday
T20200013436,2020-04-24,16:20:00,1,Collision with vehicle,5,Friday,111,RIGHT FAR (INTERSECTIONS ONLY),1,659854,T intersection,3,60,Local Road,MERRIVALE,WARRNAMBOOL,-38.37911,142.45966,2020,4,April,16,Afternoon Peak,Weekday
T20200009027,2020-04-24,13:20:00,1,Collision with vehicle,5,Friday,116,LEFT NEAR (INTERSECTIONS ONLY),1,729483,Cross intersection,3,80,Arterial Highway,DANDENONG,DANDENONG,-37.9998,145.18092,2020,4,April,13,Midday,Weekday
T20200009106,2020-04-24,16:40:00,1,Collision with vehicle,5,Friday,132,RIGHT REAR.,1,202384,Not at intersection,2,60,Arterial Other,HULL,MAROONDAH,-37.791634,145.30554,2020,4,April,16,Afternoon Peak,Weekday
T20200009045,2020-04-24,10:30:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51092,Cross intersection,3,60,Local Road,HAYES,SHEPPARTON,-36.388935,145.40672,2020,4,April,10,Midday,Weekday
T20200008390,2020-04-24,21:02:00,4,Collision with a fixed object,5,Friday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,653054,Not at intersection,2,80,Local Road,SMYTHESDALE-SNAKE VALLEY,PYRENEES,-37.615276,143.61063,2020,4,April,21,Night,Weekday
T20200009770,2020-04-24,10:38:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),1,350769,Cross intersection,3,70,Arterial Other,OLD GEELONG,WYNDHAM,-37.871906,144.72531,2020,4,April,10,Midday,Weekday
T20200008375,2020-04-24,15:00:00,1,Collision with vehicle,5,Friday,150,HEAD ON(OVERTAKING),1,262825,Cross intersection,3,100,Arterial Highway,MURRAY VALLEY,CAMPASPE,-36.197407,144.92268,2020,4,April,15,Afternoon Peak,Weekday
T20200008355,2020-04-24,11:00:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,1,1323,Cross intersection,3,70,Arterial Other,SYDNEY,HUME,-37.689465,144.95798,2020,4,April,11,Midday,Weekday
T20200008382,2020-04-24,17:00:00,4,Collision with a fixed object,5,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,650575,Not at intersection,2,40,Arterial Highway,GLENELG,GOLDEN PLAINS,-37.674137,143.49422,2020,4,April,17,Afternoon Peak,Weekday
T20200008381,2020-04-24,17:09:00,1,Collision with vehicle,5,Friday,131,LEFT REAR,1,778357,Not at intersection,3,50,Local Road,RIPON,BALLARAT,-37.5639,143.84071,2020,4,April,17,Afternoon Peak,Weekday
T20200008394,2020-04-24,21:30:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,3,361,T intersection,3,60,Arterial Other,HIGH,DAREBIN,-37.696342,145.01118,2020,4,April,21,Night,Weekday
T20200008380,2020-04-24,16:30:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,1,654321,Cross intersection,2,50,Local Road,QUINN,MOIRA,-36.090366,145.4367,2020,4,April,16,Afternoon Peak,Weekday
T20200008398,2020-04-24,22:40:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,3,35638,Cross intersection,2,80,Arterial Highway,MOOROODUC,FRANKSTON,-38.163376,145.13643,2020,4,April,22,Night,Weekday
T20200008396,2020-04-24,19:20:00,1,Collision with vehicle,5,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),2,19480,T intersection,2,100,Arterial Highway,NORTHERN,MITCHELL,-37.32509,144.95692,2020,4,April,19,Night,Weekday
T20200008359,2020-04-24,12:49:00,1,Collision with vehicle,5,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,47924,Cross intersection,2,40,Local Road,BAY,PORT PHILLIP,-37.834587,144.946,2020,4,April,12,Midday,Weekday
T20200008360,2020-04-24,13:58:00,1,Collision with vehicle,5,Friday,140,U TURN,1,773342,Not at intersection,3,60,Arterial Other,CAMBERWELL,BOROONDARA,-37.84231,145.06923,2020,4,April,13,Midday,Weekday
T20200008378,2020-04-24,15:53:00,1,Collision with vehicle,5,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,650885,Not at intersection,3,50,Local Road,KARMA,STONNINGTON,-37.883636,145.06476,2020,4,April,15,Afternoon Peak,Weekday
T20200009113,2020-04-24,16:30:00,1,Collision with vehicle,5,Friday,111,RIGHT FAR (INTERSECTIONS ONLY),1,652097,T intersection,2,60,Local Road,DERRIMUT,WYNDHAM,-37.873634,144.6835,2020,4,April,16,Afternoon Peak,Weekday
T20200008345,2020-04-24,03:55:00,1,Collision with vehicle,5,Friday,130,REAR END(VEHICLES IN SAME LANE),3,452,Cross intersection,3,60,Arterial Highway,GEELONG,MARIBYRNONG,-37.811073,144.86969,2020,4,April,3,Late Night,Weekday
T20200013684,2020-04-25,17:00:00,6,Vehicle overturned (no collision),6,Saturday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,657772,Not at intersection,3,60,Arterial Other,MOUNT DANDENONG TOURIST,YARRA RANGES,-37.89314,145.32603,2020,4,April,17,Afternoon Peak,Weekend
T20200008423,2020-04-25,18:50:00,1,Collision with vehicle,6,Saturday,169,OTHER ON PATH,5,729244,T intersection,2,50,Local Road,THE GROVE,MORELAND,-37.75134,144.96544,2020,4,April,18,Afternoon Peak,Weekend
T20200008422,2020-04-25,16:30:00,4,Collision with a fixed object,6,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,651380,Not at intersection,2,100,Local Road,TWOMEYS BRIDGE,SOUTHERN GRAMPIANS,-37.80879,142.11879,2020,4,April,16,Afternoon Peak,Weekend
T20200008450,2020-04-25,18:00:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),4,650578,Not at intersection,2,60,Local Road,PLANTATION,GEELONG,-38.0661,144.3545,2020,4,April,18,Afternoon Peak,Weekend
T20200008407,2020-04-25,10:38:00,4,Collision with a fixed object,6,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,651123,T intersection,2,40,Arterial Other,SEYMOUR-TOOBORAC,MITCHELL,-37.031048,145.10043,2020,4,April,10,Midday,Weekend
T20200008702,2020-04-25,16:15:00,1,Collision with vehicle,6,Saturday,112,LEFT FAR (INTERSECTIONS ONLY),1,64735,T intersection,3,50,Local Road,BERNARD,MARIBYRNONG,-37.7881,144.86546,2020,4,April,16,Afternoon Peak,Weekend
T20200008429,2020-04-25,20:10:00,1,Collision with vehicle,6,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),3,650579,T intersection,2,80,Arterial Highway,SOUTH GIPPSLAND,CASEY,-38.183437,145.34161,2020,4,April,20,Night,Weekend
T20200009167,2020-04-25,15:32:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,36587,Multiple intersection,3,60,Arterial Highway,SMITH,YARRA,-37.79372,144.98517,2020,4,April,15,Afternoon Peak,Weekend
T20200008425,2020-04-25,18:15:00,1,Collision with vehicle,6,Saturday,120,HEAD ON (NOT OVERTAKING),3,729245,Not at intersection,2,80,Arterial Other,SUNSHINE,BRIMBANK,-37.74007,144.82393,2020,4,April,18,Afternoon Peak,Weekend
T20200008416,2020-04-25,15:35:00,1,Collision with vehicle,6,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,22537,T intersection,2,60,Arterial Other,GEELONG,BALLARAT,-37.603058,143.8686,2020,4,April,15,Afternoon Peak,Weekend
